町丁目,世帯数[世帯],男[人],女[人],合計[人]
両国一丁目,106,69,74,143
両国二丁目,113,71,95,166
両国三丁目,55,37,44,81
両国四丁目,93,66,65,131
千歳一丁目,38,21,32,53
千歳二丁目,34,23,27,50
千歳三丁目,59,45,43,88
緑一丁目,128,87,81,168
緑二丁目,83,64,67,131
緑三丁目,103,77,98,175
緑四丁目,242,164,180,344
立川一丁目,24,11,20,31
立川二丁目,30,26,12,38
立川三丁目,28,25,22,47
立川四丁目,61,41,37,78
菊川一丁目,46,28,35,63
菊川二丁目,36,23,36,59
菊川三丁目,76,62,61,123
江東橋一丁目,135,81,148,229
江東橋二丁目,171,110,160,270
江東橋三丁目,124,78,92,170
江東橋四丁目,314,198,309,507
江東橋五丁目,77,61,84,145
横網一丁目,6,5,4,9
横網二丁目,37,27,24,51
亀沢一丁目,44,34,40,74
亀沢二丁目,39,27,45,72
亀沢三丁目,54,42,53,95
亀沢四丁目,89,53,100,153
石原一丁目,100,70,67,137
石原二丁目,47,36,39,75
石原三丁目,52,42,37,79
石原四丁目,84,63,85,148
本所一丁目,49,35,51,86
本所二丁目,17,15,22,37
本所三丁目,48,21,45,66
本所四丁目,50,30,55,85
東駒形一丁目,37,25,27,52
東駒形二丁目,33,25,17,42
東駒形三丁目,26,14,22,36
東駒形四丁目,33,28,35,63
吾妻橋一丁目,60,59,49,108
吾妻橋二丁目,27,15,25,40
吾妻橋三丁目,18,21,21,42
錦糸一丁目,140,81,127,208
錦糸二丁目,70,50,81,131
錦糸三丁目,63,39,59,98
錦糸四丁目,91,78,97,175
太平一丁目,161,119,146,265
太平二丁目,77,56,65,121
太平三丁目,82,53,82,135
太平四丁目,156,137,191,328
横川一丁目,31,30,32,62
横川二丁目,42,35,30,65
横川三丁目,37,27,42,69
横川四丁目,63,39,45,84
横川五丁目,50,69,114,183
業平一丁目,47,37,39,76
業平二丁目,16,19,17,36
業平三丁目,21,14,18,32
業平四丁目,42,35,48,83
業平五丁目,36,28,28,56
向島一丁目,43,38,33,71
向島二丁目,43,36,33,69
向島三丁目,99,66,80,146
向島四丁目,31,31,30,61
向島五丁目,65,57,62,119
東向島一丁目,51,41,49,90
東向島二丁目,46,41,62,103
東向島三丁目,61,49,59,108
東向島四丁目,55,42,63,105
東向島五丁目,52,42,59,101
東向島六丁目,59,45,62,107
堤通一丁目,43,49,40,89
堤通二丁目,77,91,149,240
墨田一丁目,58,48,89,137
墨田二丁目,45,46,55,101
墨田三丁目,51,49,65,114
墨田四丁目,48,43,55,98
墨田五丁目,31,20,41,61
押上一丁目,38,37,29,66
押上二丁目,41,28,43,71
押上三丁目,62,55,83,138
京島一丁目,68,68,92,160
京島二丁目,29,29,17,46
京島三丁目,33,31,45,76
文花一丁目,76,89,152,241
文花二丁目,67,41,77,118
文花三丁目,18,23,27,50
八広一丁目,41,37,45,82
